Jersey_Number	DOB	City	State	Country	Birth_Country	Height	Weight	Shoots	Draft_Year	Draft_Round	Draft_Pick	Signed	Age	First_Name	Last_Name	Team	Prev_Team	Pos	Games_Curr_Team	Games_Other	Games_Other2	Games_Played	Goals	Assists	Penalty_Mins	Total_Points	Plus_Minus
17	5/11/1992	Pontiac	MI	USA	USA	71	192	R	2010	3	80	Y	23	Bryan	Rust	PIT	PIT	RW	41	 	 	41	4	7	4	11	1
15	2/16/1983	Vantaa		FIN	FIN	72	200	L	2001	1	9		32	Tuomo	Ruutu	NJD	NJD	LW/RW	32	 	 	33	0	1	1	1	-7
6	3/17/1987	Cherry Hill	NJ	USA	USA	74	209	R	2005	1	2		28	Bobby	Ryan	OTT	OTT	RW/LW	80	 	 	81	22	34	23	56	-9
33	12/29/1986	Spokane	WA	USA		71	170	R					29	Derek	Ryan	CAR	CAR	C	6	 	 	6	2	0	0	2	1
21	10/7/1994	Torrance	CA	USA	CAN	73	213	L	2013	1	19	Y	21	Kerby	Rychel	CBJ	CBJ	LW	31	 	 	32	2	7	6	9	5
20	10/27/1992	Pittsburgh	PA	USA	USA	73	202	L	2011	2	43		23	Brandon	Saad	CBJ	CBJ	LW/RW	77	 	 	78	31	22	11	53	1
20	3/9/1993	Raahe		FIN	FIN	71	203	L	2011	2	52	Y	22	Miikka	Salomaki	NSH	NSH	RW/LW	60	 	 	61	5	5	2	10	-1
25	7/26/1991	Leksand		SWE	SWE	74	194	L	2009	2	61	Y	24	Philip	Samuelsson	ARI	ARI	D	4	 	 	4	0	0	0	0	0
38	3/7/1995	Bronxville	NY	USA	USA	74	207	R	2013	2	42	Y	20	Steven	Santini	NJD	NJD	D	1	 	 	1	0	0	0	0	2
25	12/14/1985	Vancouver	BC	CAN	CAN	72	189	R	2004	6	178		30	Mike	Santorelli	ANA	ANA	C/RW	0	 	 	70	9	9	1	18	-4
58	10/22/1990	St. Hyacinthe	QC	CAN	CAN	74	227	R	2009	4	94		25	David	Savard	CBJ	CBJ	D	64	 	 	65	4	21	10	25	-7
5	1/30/1990	Ozieri		ITA	CHE	74	198	L	2008	1	19		26	Luca	Sbisa	VAN	VAN	D	41	 	 	41	2	6	3	8	5
6	2/23/1990	Montreal	QC	CAN	CAN	75	211	L	2008	2	55		25	Marco	Scandella	MIN	MIN	D	72	 	 	73	5	16	7	21	6
22	4/20/1989	Red Deer	AB	CAN	CAN	72	195	R	2007	4	112		26	Colton	Sceviour	DAL	DAL	C/RW	70	 	 	71	11	12	8	23	6
59	11/16/1990	Merrimack	NH	USA	USA	74	219	L				Y	25	Tim	Schaller	BUF	BUF	C/LW	17	 	 	17	1	2	1	3	3
55	3/15/1993	Kitchener	ON	CAN	CAN	75	207	R	2011	1	7		22	Mark	Scheifele	WPG	WPG	C	70	 	 	71	29	32	20	61	16
10	8/22/1991	Saskatoon	SK	CAN	CAN	73	195	L	2009	1	5		24	Brayden	Schenn	PHI	PHI	C/LW	79	 	 	80	26	33	19	59	3
52	11/2/1989	Saskatoon	SK	CAN	CAN	74	229	R	2008	1	5		26	Luke	Schenn	LAK	PHI; LAK	D	29	42	 	72	4	12	3	16	-2
8	5/7/1987	Edmonton	AB	CAN	CAN	72	190	L					28	David	Schlemko	NJD	NJD	D	66	 	 	67	6	13	10	19	-22
88	7/16/1991	St. Cloud	MN	USA	USA	72	191	L					24	Nate	Schmidt	WSH	WSH	D	72	 	 	72	2	14	8	16	12
10	8/26/1990	Williamsville	NY	USA	USA	73	198	L				Y	25	Cole	Schneider	BUF	BUF	LW/RW	2	 	 	2	0	0	0	0	0
10	9/29/1990	Lakeville	MN	USA	USA	69	184	R	2009	1	22		25	Jordan	Schroeder	MIN	MIN	C/RW	26	 	 	26	2	2	1	4	2
55	2/25/1986	Calgary	AB	CAN	CAN	78	217	L	2004	1	27		29	Jeff	Schultz	LAK	LAK	D	1	 	 	1	0	0	0	0	-1
4	7/6/1990	Kelowna	BC	CAN	CAN	74	193	R	2008	2	43		25	Justin	Schultz	PIT	EDM; PIT	D	44	18	 	63	4	14	6	18	-15
55	8/25/1982	Strasbourg	SK	CAN	CAN	73	203	L	2000	2	33		33	Nick	Schultz	PHI	PHI	D	80	 	 	81	1	9	2	10	-1
17	6/25/1992	Wilcox	SK	CAN	CAN	70	190	L	2010	1	14		23	Jaden	Schwartz	STL	STL	LW/C	33	 	 	33	8	14	9	22	8
22	9/26/1982	Edmonton	AB	CAN	CAN	80	260	L					33	John	Scott	MTL	ARI; MTL	LW/D	11	1	 	12	0	1	1	1	-1
7	12/30/1978	Syosset	NY	USA	USA	73	212	L	1998	5	134		37	Rob	Scuderi	LAK	PIT; CHI; LAK	D	25	17	21	63	0	10	5	10	7
7	4/20/1985	Richmond	BC	CAN	CAN	75	220	R	2003	1	14		30	Brent	Seabrook	CHI	CHI	D	81	 	 	81	14	35	15	49	6
22	9/26/1980	Ornskoldsvik		SWE	SWE	73	187	L	1999	1	2		35	Daniel	Sedin	VAN	VAN	LW	82	 	 	82	28	33	20	61	7
33	9/26/1980	Ornskoldsvik		SWE	SWE	74	188	L	1999	1	3		35	Henrik	Sedin	VAN	VAN	C	74	 	 	74	11	44	30	55	0
91	1/31/1992	Brampton	ON	CAN	CAN	73	200	R	2010	1	2		24	Tyler	Seguin	DAL	DAL	C/RW	71	 	 	72	33	40	26	73	2
44	7/18/1981	Schwenningen		DEU	DEU	72	198	L	2001	6	172		34	Dennis	Seidenberg	BOS	BOS	D	61	 	 	61	1	11	6	12	-1
36	6/10/1992	Kladno		CZE	CZE	73	185	L					23	Jiri	Sekac	ARI	ANA; CHI; ARI	LW/C	22	6	11	39	1	5	2	6	-5
2	6/8/1986	Bojnice		SVK	SVK	72	198	L	2004	3	71		29	Andrej	Sekera	EDM	EDM	D	80	 	 	81	6	24	13	30	-15
42	10/20/1987	Brockville	ON	CAN	CAN	74	208	L					28	Eric	Selleck	ARI	ARI	LW	1	 	 	1	0	0	0	0	0
13	3/3/1984	Krasnojarsk		RUS	RUS	74	211	R	2002	1	13		31	Alexander	Semin	MTL	MTL	RW	15	 	 	15	1	3	1	4	1
47	9/28/1987	Rome	NY	USA	USA	77	228	L	2006	3	85		28	Tom	Sestito	PIT	PIT	LW	4	 	 	4	0	1	0	1	1
28	8/7/1994	Melville	SK	CAN	CAN	74	205	R	2012	2	60		21	Damon	Severson	NJD	NJD	D	71	 	 	72	1	20	11	21	-8
77	7/25/1992	Campbellville	ON	CAN	CAN	72	186	L					23	Michael	Sgarbossa	ANA	ANA	C	1	 	 	1	0	0	0	0	0
10	12/27/1981	Winnipeg	MB	CAN	CAN	73	195	R	2001	3	95		34	Patrick	Sharp	DAL	DAL	LW	75	 	 	76	20	35	25	55	-3
22	1/29/1989	New Rochelle	NY	USA	USA	72	202	R	2007	1	14		27	Kevin	Shattenkirk	STL	STL	D	72	 	 	72	14	30	18	44	-14
65	7/20/1991	Belleville	ON	CAN	CAN	71	179	R	2011	5	139		24	Andrew	Shaw	CHI	CHI	RW/C	78	 	 	78	14	20	8	34	11
48	10/5/1992	Glace Bay	NS	CAN	CAN	75	202	R	2011	3	76	Y	23	Logan	Shaw	FLA	FLA	RW	53	 	 	53	5	2	1	7	-7
15	12/7/1991	St. Catharines	ON	CAN	CAN	75	222	L	2010	1	21		24	Riley	Sheahan	DET	DET	C	80	 	 	81	14	11	5	25	-8
43	8/6/1992	Winchester	MA	USA	USA	68	175	L				Y	23	Conor	Sheary	PIT	PIT	LW	44	 	 	44	7	3	2	10	-1
49	10/13/1994	Calgary	AB	CAN	CAN	70	181	L	2013	1	24	Y	21	Hunter	Shinkaruk	CGY	VAN; CGY	C/LW	1	7	 	8	2	1	0	3	-4
17	7/19/1994	Ajax	ON	CAN	CAN	73	205	L	2012	2	61	Y	21	Devin	Shore	DAL	DAL	C	3	 	 	3	0	0	0	0	2
22	1/29/1991	Denver	CO	USA	USA	75	205	R	2009	2	44		25	Drew	Shore	CGY	CGY	C/RW	2	 	 	2	0	1	1	1	0
21	9/26/1992	Denver	CO	USA	USA	73	194	R	2011	3	82		23	Nick	Shore	LAK	LAK	C	67	 	 	68	3	7	5	10	-10
50	5/15/1994	Ann Arbor	MI	USA	USA	73	205	L	2012	2	42	Y	21	Patrick	Sieloff	CGY	CGY	D	1	 	 	1	1	0	0	1	1
33	10/13/1990	Gävle		SWE	SWE	74	196	R	2009	2	39		25	Jakob	Silfverberg	ANA	ANA	RW/LW	82	 	 	82	20	19	11	39	8
23	5/24/1988	Truro	NS	CAN	CAN	72	202	L					27	Zach	Sill	WSH	WSH	C/LW	10	 	 	10	1	0	0	1	0
17	8/26/1988	Scarborough	ON	CAN	CAN	74	185	R	2007	2	61		27	Wayne	Simmonds	PHI	PHI	RW/LW	80	 	 	81	32	28	18	60	-7
49	8/8/1994	Prague		CZE	CZE	71	176	L	2015	5	137	Y	21	Dominik	Simon	PIT	PIT	C	3	 	 	3	0	1	1	1	0
46	1/20/1988	Superior	WI	USA	USA	71	190	R					28	Mike	Sislo	NJD	NJD	RW	18	 	 	18	3	1	0	4	-2
10	11/5/1993	North Vancouver	BC	CAN	CAN	73	200	R	2012	2	50	Y	22	Colton	Sissons	NSH	NSH	C/RW	34	 	 	34	4	2	0	6	5
8	5/19/1987	Madison	WI	USA	USA	73	216	R	2005	1	7		28	Jack	Skille	COL	COL	RW/LW	74	 	 	74	8	6	6	14	-4
53	5/16/1992	Toronto	ON	CAN	CAN	71	200	L	2010	1	7		23	Jeff	Skinner	CAR	CAR	LW	81	 	 	82	28	23	20	51	-2
76	3/26/1994	Lakeville	MN	USA	USA	75	206	L	2012	1	28	Y	21	Brady	Skjei	NYR	NYR	D	6	 	 	7	0	0	0	0	1
74	5/1/1994	Denver	CO	USA	USA	74	205	L	2012	4	120	Y	21	Jaccob	Slavin	CAR	CAR	D	62	 	 	63	2	18	7	20	1
42	5/13/1994	Penza		RUS	RUS	74	187	R	2013	3	88	Y	21	Anton	Slepyshev	EDM	EDM	LW	11	 	 	11	0	1	1	1	-5
15	2/1/1986	Frydlant		CZE	CZE	76	210	L	2004	1	9		30	Ladislav	Smid	CGY	CGY	D	22	 	 	22	0	0	0	0	-7
26	7/11/1988	Winston-Salem	NC	USA	USA	71	198	R	2008	6	169		27	Ben	Smith	TOR	SJS; TOR	RW/C	6	16	 	22	2	4	2	6	2
2	2/8/1989	Mimico	ON	CAN	CAN	74	211	L	2007	1	27		26	Brendan	Smith	DET	DET	D	62	 	 	63	3	12	6	15	1
15	9/5/1989	Madison	WI	USA	USA	73	208	R	2009	4	98		26	Craig	Smith	NSH	NSH	RW	81	 	 	82	21	16	14	37	4
18	4/1/1991	Toronto	ON	CAN	CAN	72	185	L	2009	3	69		24	Reilly	Smith	FLA	FLA	RW/LW	82	 	 	82	25	25	17	50	19
15	4/5/1988	Maple Creek	SK	CAN	CAN	74	209	L	2008	3	79		27	Zack	Smith	OTT	OTT	C/LW	80	 	 	81	25	11	7	36	16
25	6/14/1992	Scarborough	ON	CAN	CAN	72	214	R	2010	2	42		23	Devante	Smith-Pelly	NJD	MTL; NJD	RW/C	46	18	 	64	14	11	5	25	-3
34	10/12/1985	Malmö		SWE	SWE	75	216	L	2004	2	49		30	Carl	Soderberg	COL	COL	C	82	 	 	82	12	39	27	51	-7
41	10/14/1993	Nizhny Tagil		RUS	RUS	71	186	L				Y	22	Nikita	Soshnikov	TOR	TOR	RW	11	 	 	11	2	3	1	5	-4
16	9/19/1988	Palmerston	ON	CAN	CAN	73	198	L	2007	2	58		27	Nick	Spaling	SJS	TOR; SJS	C/LW	35	23	 	58	3	10	3	13	-2
90	6/13/1983	Toronto	ON	CAN	CAN	75	220	R	2001	1	2		32	Jason	Spezza	DAL	DAL	C	74	 	 	75	33	30	18	63	4
51	1/30/1992	Ottawa	ON	CAN	CAN	70	184	L	2010	2	45		24	Ryan	Spooner	BOS	BOS	C/LW	80	 	 	80	13	36	29	49	-9
41	3/17/1997	Amsterdam		NLD	NLD	72	180	R	2015	2	46	Y	18	Daniel	Sprong	PIT	PIT	RW	18	 	 	18	2	0	0	2	-1
46	11/29/1989	Edmonton	AB	CAN	CAN	69	176	R	2008	6	156		26	Jared	Spurgeon	MIN	MIN	D	76	 	 	77	11	18	8	29	11
12	10/29/1984	Thunder Bay	ON	CAN	CAN	76	205	L	2003	1	2		31	Eric	Staal	NYR	CAR; NYR	C/LW	62	20	 	83	13	26	16	39	-2
11	9/10/1988	Thunder Bay	ON	CAN	CAN	76	220	L	2006	1	2		27	Jordan	Staal	CAR	CAR	C	81	 	 	82	20	28	20	48	6
18	1/13/1987	Thunder Bay	ON	CAN	CAN	76	207	L	2005	1	12		29	Marc	Staal	NYR	NYR	D	77	 	 	77	2	13	5	15	2
12	10/30/1985	Milwaukee	WI	USA	USA	74	214	R	2004	1	13		30	Drew	Stafford	WPG	WPG	RW/C	77	 	 	78	21	17	10	38	-23
18	12/19/1983	Mississauga	ON	CAN	CAN	73	195	L	2002	2	57		32	Matt	Stajan	CGY	CGY	C	80	 	 	80	6	11	8	17	-4
25	1/17/1986	Gothenburg		SWE	SWE	75	209	L	2006	6	161		30	Viktor	Stalberg	NYR	NYR	LW/RW	74	 	 	75	9	11	5	20	6
91	2/7/1990	Markham	ON	CAN	CAN	73	194	R	2008	1	1		26	Steven	Stamkos	TBL	TBL	C/RW	76	 	 	77	36	28	17	64	3
20	7/20/1989	St. Albert	AB	CAN	CAN	74	196	L					26	Ryan	Stanton	WSH	WSH	D	1	 	 	1	0	0	0	0	-1
26	12/27/1985	Quebec City	QC	CAN	USA	72	205	L	2005	2	44		30	Paul	Stastny	STL	STL	C	64	 	 	64	10	39	20	49	3
20	3/1/1984	Winnipeg	MB	CAN	SWE	71	212	L	2002	1	24		31	Alexander	Steen	STL	STL	LW/C	67	 	 	67	17	35	20	52	3
20	2/4/1983	West Seneca	NY	USA	USA	71	195	R	2003	5	148		33	Lee	Stempniak	BOS	NJD; BOS	RW	62	19	 	82	19	32	15	51	4
21	6/18/1990	Hastings	MN	USA	USA	72	196	R	2008	2	51		25	Derek	Stepan	NYR	NYR	C	71	 	 	72	22	31	16	53	5
18	4/22/1994	Saskatoon	SK	CAN	CAN	71	190	L	2012	3	77	Y	21	Chandler	Stephenson	WSH	WSH	C	9	 	 	9	0	0	0	0	-3
29	10/30/1987	Toronto	ON	CAN	CAN	74	231	R	2006	1	18		28	Chris	Stewart	ANA	ANA	RW	56	 	 	56	8	12	9	20	2
19	6/24/1982	Melville	SK	CAN	CAN	73	216	R	2002	2	36		33	Jarret	Stoll	MIN	NYR; MIN	C	29	50	 	80	4	5	1	9	-1
61	5/13/1992	Winnipeg	MB	CAN	CAN	75	205	R	2010	6	178		23	Mark	Stone	OTT	OTT	RW	74	 	 	75	23	38	21	61	-4
26	6/7/1990	Winnipeg	MB	CAN	CAN	75	210	R	2008	3	69		25	Michael	Stone	ARI	ARI	D	74	 	 	75	6	30	15	36	-10
3	2/19/1985	Port McNeill	BC	CAN	CAN	76	216	L	2004	3	79		30	Clayton	Stoner	ANA	ANA	D	50	 	 	50	1	5	1	6	4
28	10/30/1984	Melfort	SK	CAN	CAN	75	210	R	2003	5	137		31	Tyson	Strachan	MIN	MIN	D	2	 	 	2	0	0	0	0	1
37	1/4/1988	Waltham	MA	USA	USA	73	206	L	2006	3	65		28	Brian	Strait	NYI	NYI	D	51	 	 	52	1	5	1	6	1
6	8/1/1986	Tibro		SWE	SWE	71	190	R	2005	7	216		29	Anton	Stralman	TBL	TBL	D	72	 	 	73	9	25	10	34	16
10	2/13/1987	Coquitlam	BC	CAN	CAN	71	185	L					28	Ben	Street	COL	COL	C	7	 	 	7	0	0	0	0	-1
32	12/11/1977	Bern		CHE	CHE	71	191	L	2004	9	262		38	Mark	Streit	PHI	PHI	D	61	 	 	62	6	17	6	23	-1
18	7/11/1993	Mississauga	ON	CAN	CAN	73	199	R	2011	1	5		22	Ryan	Strome	NYI	NYI	RW/C	70	 	 	71	8	20	11	28	-9
17	11/6/1979	Rocky Mountain House	AB	CAN	CAN	74	215	L	1998	1	3		36	Brad	Stuart	COL	COL	D	6	 	 	6	0	0	0	0	-2
5	4/27/1984	Rochester	MN	USA	USA	74	215	L	2003	1	21		31	Mark	Stuart	WPG	WPG	D	64	 	 	64	1	2	0	3	-7
76	5/13/1989	Toronto	ON	CAN	CAN	72	210	R	2007	2	43		26	P.K.	Subban	MTL	MTL	D	68	 	 	68	6	45	22	51	4
	2/5/1988	Ann Arbor	MI	USA	USA	74	209	L	2006	1	29		28	Chris	Summers	NYR	NYR	D	3	 	 	3	0	0	0	0	-2
40	3/23/1994	Boden		SWE	SWE	75	209	R	2012	3	81	Y	21	Oskar	Sundqvist	PIT	PIT	C/RW	18	 	 	18	1	3	2	4	0
62	11/29/1990	Plzen		CZE	CZE	79	220	R					25	Andrej	Sustr	TBL	TBL	D	76	 	 	77	4	17	5	21	-2
20	1/21/1985	Madison	WI	USA	USA	74	206	L	2003	1	7		31	Ryan	Suter	MIN	MIN	D	81	 	 	82	8	43	21	51	10
21	2/14/1989	Huntington	NY	USA	CAN	75	190	R	2007	1	11		26	Brandon	Sutter	VAN	VAN	C	20	 	 	20	5	4	0	9	3
48	9/26/1991	Viking	AB	CAN	CAN	77	203	R	2011	7	193	Y	24	Brody	Sutter	CAR	CAR	C	8	 	 	8	0	0	0	0	-4
43	5/24/1991	Gothenburg		SWE	SWE	80	238	L				Y	24	Viktor	Svedberg	CHI	CHI	D	27	 	 	27	2	2	0	4	-5
25	2/11/1984	LeMoyne	QC	CAN	CAN	71	186	L	2002	8	234		31	Max	Talbot	BOS	BOS	C	38	 	 	38	2	5	3	7	-11
13	12/31/1991	TORONTO	ON	CAN	CAN	72	180	L				Y	24	Brandon	Tanev	WPG	WPG	LW	3	 	 	3	0	0	0	0	0
8	12/20/1989	Toronto	ON	CAN	CAN	74	185	R					26	Christopher	Tanev	VAN	VAN	D	69	 	 	69	4	14	6	18	-8
49	2/10/1989	Philadelphia	PA	USA	USA	76	221	L	2007	2	42		26	Eric	Tangradi	DET	DET	LW	1	 	 	1	0	0	0	0	0
40	11/21/1979	Ste-Justine	QC	CAN	CAN	73	194	L	1998	1	12		36	Alex	Tanguay	ARI	COL; ARI	LW/RW	52	18	 	70	8	27	16	35	8
20	10/20/1986	Warren	MI	USA	USA	70	182	L					29	Matt	Taormina	TBL	TBL	D	3	 	 	3	0	0	0	0	0
91	12/13/1991	Yaroslavl		RUS	RUS	72	219	L	2010	1	16		24	Vladimir	Tarasenko	STL	STL	RW	80	 	 	80	40	34	16	74	7
21	12/1/1990	Ilava		SVK	SVK	70	185	L	2009	2	60		25	Tomas	Tatar	DET	DET	LW/RW	80	 	 	81	21	24	10	45	4
91	9/20/1990	Mississauga	ON	CAN	CAN	73	211	L	2009	1	1		25	John	Tavares	NYI	NYI	C	77	 	 	78	33	37	31	70	6
80	4/23/1990	Minneapolis	MN	USA	USA	74	205	R					25	Matt	Tennyson	SJS	SJS	D	29	 	 	29	1	3	1	4	1
86	9/11/1994	Helsinki		FIN	FIN	71	178	L	2012	1	18		21	Teuvo	Teravainen	CHI	CHI	C	78	 	 	78	13	22	16	35	-2
25	4/7/1989	Brampton	ON	CAN	CAN	70	195	L	2007	5	132		26	Chris	Terry	CAR	CAR	LW/RW	67	 	 	68	8	3	2	11	-12
53	8/3/1995	Langley	BC	CAN	CAN	74	195	L	2013	1	26	Y	20	Shea	Theodore	ANA	ANA	D	19	 	 	19	3	5	3	8	7
38	5/26/1992	Toronto	ON	CAN	CAN	69	175	R	2010	2	40	Y	23	Christian	Thomas	ARI	MTL; ARI	LW/RW	5	1	 	6	0	2	2	2	1
44	10/5/1984	Anchorage	AK	USA	USA	72	212	L	2003	6	183		31	Nate	Thompson	ANA	ANA	C	49	 	 	49	3	3	2	6	-1
45	11/30/1988	Methuen	NH	USA	USA	73	200	R					27	Paul	Thompson	NJD	NJD	RW	3	 	 	3	0	0	0	0	0
22	6/3/1983	Sault Ste. Marie	ON	CAN	CAN	75	235	R	2001	2	50		32	Chris	Thorburn	WPG	WPG	RW/LW	81	 	 	82	6	6	4	12	-1
19	7/2/1979	London	ON	CAN	CAN	76	220	L	1997	1	1		36	Joe	Thornton	SJS	SJS	C	82	 	 	82	19	63	34	82	25
22	7/23/1977	Oshawa	ON	CAN	CAN	74	217	R	1997	7	190		38	Shawn	Thornton	FLA	FLA	LW/RW	50	 	 	50	1	4	4	5	-2
50	7/1/1994	Keswick	ON	CAN	CAN	72	195	L	2012	2	55		21	Chris	Tierney	SJS	SJS	C	79	 	 	79	7	13	10	20	-16
9	5/12/1988	Riga		LVA	RUS	74	189	R	2008	1	28		27	Viktor	Tikhonov	ARI	CHI; ARI	RW/C	11	38	 	50	3	3	1	6	-10
28	2/20/1992	Burnsville	MN	USA	USA	78	230	L	2010	1	22		23	Jarred	Tinordi	ARI	MTL; ARI	D	3	7	 	10	0	0	0	0	-5
9	3/16/1988	Slany		CZE	CZE	72	205	L	2006	1	13		27	Jiri	Tlusty	NJD	NJD	LW/RW	30	 	 	30	2	2	2	4	-1
19	4/29/1988	Winnipeg	MB	CAN	CAN	74	201	L	2006	1	3		27	Jonathan	Toews	CHI	CHI	C	80	 	 	80	28	30	17	58	16
73	4/24/1992	Scarborough	ON	CAN	CAN	73	200	R	2010	2	47		23	Tyler	Toffoli	LAK	LAK	C/RW/LW	81	 	 	82	31	27	16	58	35
61	2/3/1995	Moscow		RUS	RUS	68	170	L				Y	21	Sergey	Tolchinsky	CAR	CAR	LW	2	 	 	2	0	1	1	1	1
22	2/2/1983	Churchill	MB	CAN	CAN	69	195	R	2001	4	98		33	Jordin	Tootoo	NJD	NJD	RW	65	 	 	66	4	5	3	9	-26
21	7/11/1993	Pittsburgh	PA	USA	USA	70	182	R	2011	3	64		22	Vincent	Trocheck	FLA	FLA	C	76	 	 	76	25	28	17	53	15
62	8/26/1990	Carmel	IN	USA	USA	75	217	R	2010	7	210		25	Zach	Trotman	BOS	BOS	D	38	 	 	38	2	5	2	7	3
8	2/26/1994	Rochester	MI	USA	USA	75	202	R	2012	1	9		21	Jacob	Trouba	WPG	WPG	D	80	 	 	81	6	15	9	21	10
88	8/30/1994	Yekaterinbug		RUS	RUS	79	228	L	2014	3	66	Y	21	Nikita	Tryamkin	VAN	VAN	D	13	 	 	13	1	1	0	2	-3
7	8/14/1989	New Westminster	BC	CAN	CAN	73	190	R	2007	1	3		26	Kyle	Turris	OTT	OTT	C	56	 	 	57	13	17	10	30	-15
51	7/19/1983	Izhevsk		RUS	RUS	74	221	L	2001	2	40		32	Fedor	Tyutin	CBJ	CBJ	D	60	 	 	61	1	2	2	3	-6
20	5/3/1982	Pittsburgh	PA	USA	USA	74	214	L	2001	1	16		33	R.J.	Umberger	PHI	PHI	C/LW/RW	39	 	 	39	2	9	8	11	1
10	10/7/1983	Fort McMurray	AB	CAN	CAN	72	200	L	2002	1	6		32	Scottie	Upshall	STL	STL	RW/LW	70	 	 	70	6	8	7	14	5
29	5/11/1995	Nizhnekamsk		ROU	RUS	74	214	L	2014	3	68	Y	20	Rinat	Valiev	TOR	TOR	D	10	 	 	10	0	0	0	0	0
21	5/4/1989	Middletown	NJ	USA	USA	75	209	L	2007	1	2		26	James	van Riemsdyk	TOR	TOR	LW	40	 	 	40	14	15	10	29	3
57	7/24/1991	Middletown	NJ	USA	USA	74	188	R				Y	24	Trevor	van Riemsdyk	CHI	CHI	D	82	 	 	82	3	11	7	14	-5
76	3/15/1987	Moorhead	MN	USA	USA	74	190	L	2005	4	97		28	Chris	VandeVelde	PHI	PHI	C	78	 	 	79	2	12	5	14	-7
26	1/19/1984	Vienna		AUT	AUT	74	214	R	2003	1	5		32	Thomas	Vanek	MIN	MIN	LW/RW	73	 	 	74	18	23	17	41	-10
22	12/4/1990	Vaughan	ON	CAN	CAN	70	193	L	2009	5	147		25	Phil	Varone	OTT	BUF; OTT	C/LW	5	1	 	6	1	2	2	3	2
45	6/3/1991	Jyväskylä		FIN	FIN	70	183	R	2009	4	106		24	Sami	Vatanen	ANA	ANA	D	71	 	 	71	9	29	13	38	8
72	3/14/1994	East Longmeadow	MA	USA	USA	69	201	L				Y	21	Frank	Vatrano	BOS	BOS	C	39	 	 	39	8	3	2	11	-3
50	7/20/1982	St. Agapit	QC	CAN	CAN	73	198	L	2000	2	55		33	Antoine	Vermette	ARI	ARI	C	75	 	 	76	17	21	11	38	-14
47	2/5/1992	Bern		CHE	CHE	71	192	L	2013	7	186	Y	24	Joel	Vermin	TBL	TBL	RW	6	 	 	6	0	1	0	1	1
10	5/13/1986	Lethbridge	AB	CAN	CAN	71	176	R	2004	5	134		29	Kris	Versteeg	LAK	CAR; LAK	RW/LW	62	14	 	77	15	23	9	38	0
7	7/17/1991	Wakaw	SK	CAN	CAN	72	189	R	2009	4	96		24	Linden	Vey	VAN	VAN	RW/C	41	 	 	41	4	11	7	15	-14
18	8/17/1996	New Westminster	BC	CAN	CAN	73	208	R	2014	1	6	Y	19	Jake	Virtanen	VAN	VAN	RW/LW	55	 	 	55	7	6	5	13	-7
14	8/20/1985	St. Louis	MO	USA	USA	71	205	R	2005	7	195		30	Joe	Vitale	ARI	ARI	C/RW	1	 	 	1	0	0	0	0	1
44	3/30/1987	Montreal	QC	CAN	CAN	73	205	L	2005	2	35		28	Marc-Edouard	Vlasic	SJS	SJS	D	67	 	 	67	8	31	13	39	15
93	8/15/1989	Kladno		CZE	CZE	74	214	L	2007	1	7		26	Jakub	Voracek	PHI	PHI	RW	72	 	 	73	11	44	27	55	-5
17	6/13/1981	Mlada Boleslav		CZE	CZE	73	194	R	1999	7	212		34	Radim	Vrbata	VAN	VAN	RW	63	 	 	63	13	14	6	27	-30
62	5/27/1991	Walpole	MA	USA	USA	72	195	R	2010	5	122	Y	24	Chris	Wagner	ANA	ANA; COL; ANA	C/RW	17	26	17	43	4	2	1	6	-2
42	12/2/1980	North York	ON	CAN	CAN	73	226	R					35	Joel	Ward	SJS	SJS	RW	79	 	 	79	21	22	14	43	-15
47	5/30/1990	Marshfield	MA	USA	USA	69	170	L	2008	4	95	Y	25	David	Warsofsky	NJD	PIT; NJD	D	12	10	 	22	1	1	0	2	-9
51	1/13/1992	Ann Arbor	MI	USA	USA	76	204	R	2010	1	18	Y	24	Austin	Watson	NSH	NSH	LW/C/RW	56	 	 	57	3	7	4	10	-4
19	4/15/1992	North Vancouver	BC	CAN	CAN	70	179	R	2010	3	70	Y	23	Jordan	Weal	PHI	LAK; PHI	C	10	4	 	14	0	0	0	0	1
6	12/16/1987	Pittsburgh	PA	USA	USA	74	217	L	2006	2	57		28	Mike	Weber	WSH	BUF; WSH	D	35	10	 	45	1	4	3	5	2
6	8/14/1985	Sicamous	BC	CAN	CAN	76	236	R	2003	2	49		30	Shea	Weber	NSH	NSH	D	78	 	 	78	20	31	17	51	-7
6	9/23/1988	Morges		CHE	CHE	71	200	R	2007	3	73		27	Yannick	Weber	VAN	VAN	D	45	 	 	45	0	7	5	7	-17
25	8/5/1988	Winnipeg	MB	CAN	CAN	74	206	R	2008	4	111		27	Dale	Weise	CHI	MTL; CHI	RW	56	15	 	71	14	13	8	27	4
46	4/30/1988	Bayfield	ON	CAN	CAN	75	210	L					27	Jeremy	Welsh	STL	STL	C/LW	2	 	 	2	0	0	0	0	0
41	9/22/1994	Stockholm		SWE	SWE	73	197	L	2013	1	14		21	Alexander	Wennberg	CBJ	CBJ	C	68	 	 	69	8	32	23	40	-1
26	8/31/1986	Plymouth	MN	USA	USA	77	225	R	2004	1	5		29	Blake	Wheeler	WPG	WPG	RW	81	 	 	82	26	52	37	78	8
